//======================================//
//		NPCS			//
//======================================//

//=========================================================================================================================================
// Lorencia
//=========================================================================================================================================
0
//Mob	MapNum	Range	PosX	PosY	Direct	Name
78	3	30	10	10	240	240	-1	15	0	// Golden Goblin
79	0	30	10	10	240	240	-1	1	0	// Golden Dragon
79	1	30	10	10	240	240	-1	1	0	// Golden Dragon
79	2	30	10	10	240	240	-1	1	0	// Golden Dragon
79	3	30	10	10	240	240	-1	1	0	// Golden Dragon
79	4	30	10	10	240	240	-1	1	0	// Golden Dragon
79	7	30	10	10	240	240	-1	1	0	// Golden Dragon
79	8	30	10	10	240	240	-1	1	0	// Golden Dragon
79	10	30	10	10	240	240	-1	1	0	// Golden Dragon
80	7	30	10	10	240	240	-1	15	0	// Golden Lizard King
81	7	30	10	10	240	240	-1	15	0	// Golden Vepar
82	8	30	10	10	240	240	-1	15	0	// Golden Tantalos
83	8	30	10	10	240	240	-1	15	0	// Golden Wheel
end

//======================================//
//		EVENTS			//
//======================================//

//=========================================================================================================================================
// Blood Castle NPCS
//=========================================================================================================================================
0
//Mob	MapNum	Range	PosX	PosY	Direct	Name
232	11	0	10	9	1	// Archangel
232	12	0	10	9	1	// Archangel
232	13	0	10	9	1	// Archangel
232	14	0	10	9	1	// Archangel
232	15	0	10	9	1	// Archangel
232	16	0	10	9	1	// Archangel
end

//=========================================================================================================================================
// Blood Castle 1
//=========================================================================================================================================
4
//Mob	MapNum	Range	PosX	PosY	Direct	Name
84	11	30	14	34	7	// Chief Skeleton Warrior
84	11	30	14	38	7	// Chief Skeleton Warrior
84	11	30	13	35	7	// Chief Skeleton Warrior
84	11	30	13	28	7	// Chief Skeleton Warrior
84	11	30	15	35	7	// Chief Skeleton Warrior
84	11	30	14	33	7	// Chief Skeleton Warrior
84	11	30	15	41	7	// Chief Skeleton Warrior
84	11	30	14	42	7	// Chief Skeleton Warrior
84	11	30	15	25	7	// Chief Skeleton Warrior
84	11	30	15	23	7	// Chief Skeleton Warrior
84	11	30	13	26	7	// Chief Skeleton Warrior
84	11	30	13	37	7	// Chief Skeleton Warrior
84	11	30	14	40	7	// Chief Skeleton Warrior
84	11	30	13	39	7	// Chief Skeleton Warrior
84	11	30	14	27	7	// Chief Skeleton Warrior
84	11	30	14	24	7	// Chief Skeleton Warrior
84	11	30	14	32	7	// Chief Skeleton Warrior
84	11	30	15	45	7	// Chief Skeleton Warrior
84	11	30	15	31	7	// Chief Skeleton Warrior
85	11	30	15	26	7	// Chief Skeleton Archer
85	11	30	13	45	7	// Chief Skeleton Archer
85	11	30	13	23	7	// Chief Skeleton Archer
85	11	30	15	43	7	// Chief Skeleton Archer
85	11	30	15	39	7	// Chief Skeleton Archer
85	11	30	15	37	7	// Chief Skeleton Archer
85	11	30	13	29	7	// Chief Skeleton Archer
85	11	30	15	28	7	// Chief Skeleton Archer
85	11	30	13	25	7	// Chief Skeleton Archer
85	11	30	13	21	7	// Chief Skeleton Archer
85	11	30	14	22	7	// Chief Skeleton Archer
85	11	30	15	21	7	// Chief Skeleton Archer
85	11	30	13	31	7	// Chief Skeleton Archer
85	11	30	15	30	7	// Chief Skeleton Archer
85	11	30	15	33	7	// Chief Skeleton Archer
85	11	30	14	21	7	// Chief Skeleton Archer
85	11	30	13	43	7	// Chief Skeleton Archer
86	11	30	15	46	7	// Dark Skull Soldier
86	11	30	15	63	7	// Dark Skull Soldier
86	11	30	15	53	7	// Dark Skull Soldier
86	11	30	13	65	7	// Dark Skull Soldier
86	11	30	13	67	7	// Dark Skull Soldier
86	11	30	15	59	7	// Dark Skull Soldier
86	11	30	13	59	7	// Dark Skull Soldier
86	11	30	15	55	7	// Dark Skull Soldier
86	11	30	13	62	7	// Dark Skull Soldier
86	11	30	13	41	7	// Dark Skull Soldier
86	11	30	15	69	7	// Dark Skull Soldier
86	11	30	13	50	7	// Dark Skull Soldier
86	11	30	15	48	7	// Dark Skull Soldier
86	11	30	13	46	7	// Dark Skull Soldier
86	11	30	14	44	7	// Dark Skull Soldier
86	11	30	15	51	7	// Dark Skull Soldier
86	11	30	14	49	7	// Dark Skull Soldier
86	11	30	15	57	7	// Dark Skull Soldier
86	11	30	14	64	7	// Dark Skull Soldier
86	11	30	14	67	7	// Dark Skull Soldier
86	11	30	13	53	7	// Dark Skull Soldier
86	11	30	15	65	7	// Dark Skull Soldier
86	11	30	15	60	7	// Dark Skull Soldier
86	11	30	13	57	7	// Dark Skull Soldier
87	11	30	13	69	7	// Giant Ogre
87	11	30	14	61	7	// Giant Ogre
87	11	30	13	55	7	// Giant Ogre
87	11	30	14	58	7	// Giant Ogre
87	11	30	14	52	7	// Giant Ogre
87	11	30	15	50	7	// Giant Ogre
87	11	30	15	66	7	// Giant Ogre
87	11	30	14	56	7	// Giant Ogre
87	11	30	14	70	7	// Giant Ogre
87	11	30	13	63	7	// Giant Ogre
87	11	30	13	48	7	// Giant Ogre
88	11	30	13	78	7	// Red Skeleton Knight
88	11	30	14	83	7	// Red Skeleton Knight
88	11	30	14	78	7	// Red Skeleton Knight
88	11	30	15	78	7	// Red Skeleton Knight
88	11	30	16	80	7	// Red Skeleton Knight
88	11	30	15	62	7	// Red Skeleton Knight
88	11	30	52	83	7	// Red Skeleton Knight
88	11	30	14	90	7	// Red Skeleton Knight
88	11	30	11	83	7	// Red Skeleton Knight
88	11	30	15	94	7	// Red Skeleton Knight
88	11	30	20	82	7	// Red Skeleton Knight
88	11	30	20	88	7	// Red Skeleton Knight
88	11	30	14	54	7	// Red Skeleton Knight
88	11	30	14	36	7	// Red Skeleton Knight
88	11	30	15	68	7	// Red Skeleton Knight
88	11	30	14	47	7	// Red Skeleton Knight
89	11	30	16	87	7	// Magic Skeleton
89	11	30	12	81	7	// Magic Skeleton
89	11	30	13	88	7	// Magic Skeleton
89	11	30	13	85	7	// Magic Skeleton
89	11	30	19	85	7	// Magic Skeleton
89	11	30	13	93	7	// Magic Skeleton
89	11	30	14	80	7	// Magic Skeleton
89	11	30	18	81	7	// Magic Skeleton
end

//=========================================================================================================================================
// Blood Castle 2
//=========================================================================================================================================
4
//Mob	MapNum	Range	PosX	PosY	Direct	Name
90	12	30	14	34	7	// Chief Skeleton Warrior
90	12	30	14	38	7	// Chief Skeleton Warrior
90	12	30	13	35	7	// Chief Skeleton Warrior
90	12	30	13	28	7	// Chief Skeleton Warrior
90	12	30	15	35	7	// Chief Skeleton Warrior
90	12	30	14	33	7	// Chief Skeleton Warrior
90	12	30	15	41	7	// Chief Skeleton Warrior
90	12	30	14	42	7	// Chief Skeleton Warrior
90	12	30	15	25	7	// Chief Skeleton Warrior
90	12	30	15	23	7	// Chief Skeleton Warrior
90	12	30	13	26	7	// Chief Skeleton Warrior
90	12	30	13	37	7	// Chief Skeleton Warrior
90	12	30	14	40	7	// Chief Skeleton Warrior
90	12	30	13	39	7	// Chief Skeleton Warrior
90	12	30	14	27	7	// Chief Skeleton Warrior
90	12	30	14	24	7	// Chief Skeleton Warrior
90	12	30	14	32	7	// Chief Skeleton Warrior
90	12	30	15	45	7	// Chief Skeleton Warrior
90	12	30	15	31	7	// Chief Skeleton Warrior
91	12	30	15	26	7	// Chief Skeleton Archer
91	12	30	13	45	7	// Chief Skeleton Archer
91	12	30	13	23	7	// Chief Skeleton Archer
91	12	30	15	43	7	// Chief Skeleton Archer
91	12	30	15	39	7	// Chief Skeleton Archer
91	12	30	15	37	7	// Chief Skeleton Archer
91	12	30	13	29	7	// Chief Skeleton Archer
91	12	30	15	28	7	// Chief Skeleton Archer
91	12	30	13	25	7	// Chief Skeleton Archer
91	12	30	13	21	7	// Chief Skeleton Archer
91	12	30	14	22	7	// Chief Skeleton Archer
91	12	30	15	21	7	// Chief Skeleton Archer
91	12	30	13	31	7	// Chief Skeleton Archer
91	12	30	15	30	7	// Chief Skeleton Archer
91	12	30	15	33	7	// Chief Skeleton Archer
91	12	30	14	21	7	// Chief Skeleton Archer
91	12	30	13	43	7	// Chief Skeleton Archer
92	12	30	15	46	7	// Dark Skull Soldier
92	12	30	15	63	7	// Dark Skull Soldier
92	12	30	15	53	7	// Dark Skull Soldier
92	12	30	13	65	7	// Dark Skull Soldier
92	12	30	13	67	7	// Dark Skull Soldier
92	12	30	15	59	7	// Dark Skull Soldier
92	12	30	13	59	7	// Dark Skull Soldier
92	12	30	15	55	7	// Dark Skull Soldier
92	12	30	13	62	7	// Dark Skull Soldier
92	12	30	13	41	7	// Dark Skull Soldier
92	12	30	15	69	7	// Dark Skull Soldier
92	12	30	13	50	7	// Dark Skull Soldier
92	12	30	15	48	7	// Dark Skull Soldier
92	12	30	13	46	7	// Dark Skull Soldier
92	12	30	14	44	7	// Dark Skull Soldier
92	12	30	15	51	7	// Dark Skull Soldier
92	12	30	14	49	7	// Dark Skull Soldier
92	12	30	15	57	7	// Dark Skull Soldier
92	12	30	14	64	7	// Dark Skull Soldier
92	12	30	14	67	7	// Dark Skull Soldier
92	12	30	13	53	7	// Dark Skull Soldier
92	12	30	15	65	7	// Dark Skull Soldier
92	12	30	15	60	7	// Dark Skull Soldier
92	12	30	13	57	7	// Dark Skull Soldier
92	12	30	13	69	7	// Giant Ogre
93	12	30	14	61	7	// Giant Ogre
93	12	30	13	55	7	// Giant Ogre
93	12	30	14	58	7	// Giant Ogre
93	12	30	14	52	7	// Giant Ogre
93	12	30	15	50	7	// Giant Ogre
93	12	30	15	66	7	// Giant Ogre
93	12	30	14	56	7	// Giant Ogre
93	12	30	14	70	7	// Giant Ogre
93	12	30	13	63	7	// Giant Ogre
93	12	30	13	48	7	// Giant Ogre
94	12	30	13	78	7	// Red Skeleton Knight
94	12	30	14	83	7	// Red Skeleton Knight
94	12	30	14	78	7	// Red Skeleton Knight
94	12	30	15	78	7	// Red Skeleton Knight
94	12	30	16	80	7	// Red Skeleton Knight
94	12	30	15	62	7	// Red Skeleton Knight
94	12	30	52	83	7	// Red Skeleton Knight
94	12	30	14	90	7	// Red Skeleton Knight
94	12	30	11	83	7	// Red Skeleton Knight
94	12	30	15	94	7	// Red Skeleton Knight
94	12	30	20	82	7	// Red Skeleton Knight
94	12	30	20	88	7	// Red Skeleton Knight
94	12	30	14	54	7	// Red Skeleton Knight
94	12	30	14	36	7	// Red Skeleton Knight
94	12	30	15	68	7	// Red Skeleton Knight
94	12	30	14	47	7	// Red Skeleton Knight
95	12	30	16	87	7	// Magic Skeleton
95	12	30	12	81	7	// Magic Skeleton
95	12	30	13	88	7	// Magic Skeleton
95	12	30	13	85	7	// Magic Skeleton
95	12	30	19	85	7	// Magic Skeleton
95	12	30	13	93	7	// Magic Skeleton
95	12	30	14	80	7	// Magic Skeleton
95	12	30	18	81	7	// Magic Skeleton
end

//=========================================================================================================================================
// Blood Castle 3
//=========================================================================================================================================
4
//Mob	MapNum	Range	PosX	PosY	Direct	Name
96	13	30	14	34	7	// Chief Skeleton Warrior
96	13	30	14	38	7	// Chief Skeleton Warrior
96	13	30	13	35	7	// Chief Skeleton Warrior
96	13	30	13	28	7	// Chief Skeleton Warrior
96	13	30	15	35	7	// Chief Skeleton Warrior
96	13	30	14	33	7	// Chief Skeleton Warrior
96	13	30	15	41	7	// Chief Skeleton Warrior
96	13	30	14	42	7	// Chief Skeleton Warrior
96	13	30	15	25	7	// Chief Skeleton Warrior
96	13	30	15	23	7	// Chief Skeleton Warrior
96	13	30	13	26	7	// Chief Skeleton Warrior
96	13	30	13	37	7	// Chief Skeleton Warrior
96	13	30	14	40	7	// Chief Skeleton Warrior
96	13	30	13	39	7	// Chief Skeleton Warrior
96	13	30	14	27	7	// Chief Skeleton Warrior
96	13	30	14	24	7	// Chief Skeleton Warrior
96	13	30	14	32	7	// Chief Skeleton Warrior
96	13	30	15	45	7	// Chief Skeleton Warrior
96	13	30	15	31	7	// Chief Skeleton Warrior
97	13	30	15	26	7	// Chief Skeleton Archer
97	13	30	13	45	7	// Chief Skeleton Archer
97	13	30	13	23	7	// Chief Skeleton Archer
97	13	30	15	43	7	// Chief Skeleton Archer
97	13	30	15	39	7	// Chief Skeleton Archer
97	13	30	15	37	7	// Chief Skeleton Archer
97	13	30	13	29	7	// Chief Skeleton Archer
97	13	30	15	28	7	// Chief Skeleton Archer
97	13	30	13	25	7	// Chief Skeleton Archer
97	13	30	13	21	7	// Chief Skeleton Archer
97	13	30	14	22	7	// Chief Skeleton Archer
97	13	30	15	21	7	// Chief Skeleton Archer
97	13	30	13	31	7	// Chief Skeleton Archer
97	13	30	15	30	7	// Chief Skeleton Archer
97	13	30	15	33	7	// Chief Skeleton Archer
97	13	30	14	21	7	// Chief Skeleton Archer
97	13	30	13	43	7	// Chief Skeleton Archer
98	13	30	15	46	7	// Dark Skull Soldier
98	13	30	15	63	7	// Dark Skull Soldier
98	13	30	15	53	7	// Dark Skull Soldier
98	13	30	13	65	7	// Dark Skull Soldier
98	13	30	13	67	7	// Dark Skull Soldier
98	13	30	15	59	7	// Dark Skull Soldier
98	13	30	13	59	7	// Dark Skull Soldier
98	13	30	15	55	7	// Dark Skull Soldier
98	13	30	13	62	7	// Dark Skull Soldier
98	13	30	13	41	7	// Dark Skull Soldier
98	13	30	15	69	7	// Dark Skull Soldier
98	13	30	13	50	7	// Dark Skull Soldier
98	13	30	15	48	7	// Dark Skull Soldier
98	13	30	13	46	7	// Dark Skull Soldier
98	13	30	14	44	7	// Dark Skull Soldier
98	13	30	15	51	7	// Dark Skull Soldier
98	13	30	14	49	7	// Dark Skull Soldier
98	13	30	15	57	7	// Dark Skull Soldier
98	13	30	14	64	7	// Dark Skull Soldier
98	13	30	14	67	7	// Dark Skull Soldier
98	13	30	13	53	7	// Dark Skull Soldier
98	13	30	15	65	7	// Dark Skull Soldier
98	13	30	15	60	7	// Dark Skull Soldier
98	13	30	13	57	7	// Dark Skull Soldier
99	13	30	13	69	7	// Giant Ogre
99	13	30	14	61	7	// Giant Ogre
99	13	30	13	55	7	// Giant Ogre
99	13	30	14	58	7	// Giant Ogre
99	13	30	14	52	7	// Giant Ogre
99	13	30	15	50	7	// Giant Ogre
99	13	30	15	66	7	// Giant Ogre
99	13	30	14	56	7	// Giant Ogre
99	13	30	14	70	7	// Giant Ogre
99	13	30	13	63	7	// Giant Ogre
99	13	30	13	48	7	// Giant Ogre
111	13	30	13	78	7	// Red Skeleton Knight
111	13	30	14	83	7	// Red Skeleton Knight
111	13	30	14	78	7	// Red Skeleton Knight
111	13	30	15	78	7	// Red Skeleton Knight
111	13	30	16	80	7	// Red Skeleton Knight
111	13	30	15	62	7	// Red Skeleton Knight
111	13	30	52	83	7	// Red Skeleton Knight
111	13	30	14	90	7	// Red Skeleton Knight
111	13	30	11	83	7	// Red Skeleton Knight
111	13	30	15	94	7	// Red Skeleton Knight
111	13	30	20	82	7	// Red Skeleton Knight
111	13	30	20	88	7	// Red Skeleton Knight
111	13	30	14	54	7	// Red Skeleton Knight
111	13	30	14	36	7	// Red Skeleton Knight
111	13	30	15	68	7	// Red Skeleton Knight
111	13	30	14	47	7	// Red Skeleton Knight
112	13	30	16	87	7	// Magic Skeleton
112	13	30	12	81	7	// Magic Skeleton
112	13	30	13	88	7	// Magic Skeleton
112	13	30	13	85	7	// Magic Skeleton
112	13	30	19	85	7	// Magic Skeleton
112	13	30	13	93	7	// Magic Skeleton
112	13	30	14	80	7	// Magic Skeleton
112	13	30	18	81	7	// Magic Skeleton
end

//=========================================================================================================================================
// Blood Castle 4
//=========================================================================================================================================
4
//Mob	MapNum	Range	PosX	PosY	Direct	Name
113	14	30	14	34	7	// Chief Skeleton Warrior
113	14	30	14	38	7	// Chief Skeleton Warrior
113	14	30	13	35	7	// Chief Skeleton Warrior
113	14	30	13	28	7	// Chief Skeleton Warrior
113	14	30	15	35	7	// Chief Skeleton Warrior
113	14	30	14	33	7	// Chief Skeleton Warrior
113	14	30	15	41	7	// Chief Skeleton Warrior
113	14	30	14	42	7	// Chief Skeleton Warrior
113	14	30	15	25	7	// Chief Skeleton Warrior
113	14	30	15	23	7	// Chief Skeleton Warrior
113	14	30	13	26	7	// Chief Skeleton Warrior
113	14	30	13	37	7	// Chief Skeleton Warrior
113	14	30	14	40	7	// Chief Skeleton Warrior
113	14	30	13	39	7	// Chief Skeleton Warrior
113	14	30	14	27	7	// Chief Skeleton Warrior
113	14	30	14	24	7	// Chief Skeleton Warrior
113	14	30	14	32	7	// Chief Skeleton Warrior
113	14	30	15	45	7	// Chief Skeleton Warrior
113	14	30	15	31	7	// Chief Skeleton Warrior
114	14	30	15	26	7	// Chief Skeleton Archer
114	14	30	13	45	7	// Chief Skeleton Archer
114	14	30	13	23	7	// Chief Skeleton Archer
114	14	30	15	43	7	// Chief Skeleton Archer
114	14	30	15	39	7	// Chief Skeleton Archer
114	14	30	15	37	7	// Chief Skeleton Archer
114	14	30	13	29	7	// Chief Skeleton Archer
114	14	30	15	28	7	// Chief Skeleton Archer
114	14	30	13	25	7	// Chief Skeleton Archer
114	14	30	13	21	7	// Chief Skeleton Archer
114	14	30	14	22	7	// Chief Skeleton Archer
114	14	30	15	21	7	// Chief Skeleton Archer
114	14	30	13	31	7	// Chief Skeleton Archer
114	14	30	15	30	7	// Chief Skeleton Archer
114	14	30	15	33	7	// Chief Skeleton Archer
114	14	30	14	21	7	// Chief Skeleton Archer
114	14	30	13	43	7	// Chief Skeleton Archer
115	14	30	15	46	7	// Dark Skull Soldier
115	14	30	15	63	7	// Dark Skull Soldier
115	14	30	15	53	7	// Dark Skull Soldier
115	14	30	13	65	7	// Dark Skull Soldier
115	14	30	13	67	7	// Dark Skull Soldier
115	14	30	15	59	7	// Dark Skull Soldier
115	14	30	13	59	7	// Dark Skull Soldier
115	14	30	15	55	7	// Dark Skull Soldier
115	14	30	13	62	7	// Dark Skull Soldier
115	14	30	13	41	7	// Dark Skull Soldier
115	14	30	15	69	7	// Dark Skull Soldier
115	14	30	13	50	7	// Dark Skull Soldier
115	14	30	15	48	7	// Dark Skull Soldier
115	14	30	13	46	7	// Dark Skull Soldier
115	14	30	14	44	7	// Dark Skull Soldier
115	14	30	15	51	7	// Dark Skull Soldier
115	14	30	14	49	7	// Dark Skull Soldier
115	14	30	15	57	7	// Dark Skull Soldier
115	14	30	14	64	7	// Dark Skull Soldier
115	14	30	14	67	7	// Dark Skull Soldier
115	14	30	13	53	7	// Dark Skull Soldier
115	14	30	15	65	7	// Dark Skull Soldier
115	14	30	15	60	7	// Dark Skull Soldier
115	14	30	13	57	7	// Dark Skull Soldier
116	14	30	13	69	7	// Giant Ogre
116	14	30	14	61	7	// Giant Ogre
116	14	30	13	55	7	// Giant Ogre
116	14	30	14	58	7	// Giant Ogre
116	14	30	14	52	7	// Giant Ogre
116	14	30	15	50	7	// Giant Ogre
116	14	30	15	66	7	// Giant Ogre
116	14	30	14	56	7	// Giant Ogre
116	14	30	14	70	7	// Giant Ogre
116	14	30	13	63	7	// Giant Ogre
116	14	30	13	48	7	// Giant Ogre
117	14	30	13	78	7	// Red Skeleton Knight
117	14	30	14	83	7	// Red Skeleton Knight
117	14	30	14	78	7	// Red Skeleton Knight
117	14	30	15	78	7	// Red Skeleton Knight
117	14	30	16	80	7	// Red Skeleton Knight
117	14	30	15	62	7	// Red Skeleton Knight
117	14	30	52	83	7	// Red Skeleton Knight
117	14	30	14	90	7	// Red Skeleton Knight
117	14	30	11	83	7	// Red Skeleton Knight
117	14	30	15	94	7	// Red Skeleton Knight
117	14	30	20	82	7	// Red Skeleton Knight
117	14	30	20	88	7	// Red Skeleton Knight
117	14	30	14	54	7	// Red Skeleton Knight
117	14	30	14	36	7	// Red Skeleton Knight
117	14	30	15	68	7	// Red Skeleton Knight
117	14	30	14	47	7	// Red Skeleton Knight
118	14	30	16	87	7	// Magic Skeleton
118	14	30	12	81	7	// Magic Skeleton
118	14	30	13	88	7	// Magic Skeleton
118	14	30	13	85	7	// Magic Skeleton
118	14	30	19	85	7	// Magic Skeleton
118	14	30	13	93	7	// Magic Skeleton
118	14	30	14	80	7	// Magic Skeleton
118	14	30	18	81	7	// Magic Skeleton
end

//=========================================================================================================================================
// Blood Castle 5
//=========================================================================================================================================
4
//Mob	MapNum	Range	PosX	PosY	Direct	Name
119	15	30	14	34	7	// Chief Skeleton Warrior
119	15	30	14	38	7	// Chief Skeleton Warrior
119	15	30	13	35	7	// Chief Skeleton Warrior
119	15	30	13	28	7	// Chief Skeleton Warrior
119	15	30	15	35	7	// Chief Skeleton Warrior
119	15	30	14	33	7	// Chief Skeleton Warrior
119	15	30	15	41	7	// Chief Skeleton Warrior
119	15	30	14	42	7	// Chief Skeleton Warrior
119	15	30	15	25	7	// Chief Skeleton Warrior
119	15	30	15	23	7	// Chief Skeleton Warrior
119	15	30	13	26	7	// Chief Skeleton Warrior
119	15	30	13	37	7	// Chief Skeleton Warrior
119	15	30	14	40	7	// Chief Skeleton Warrior
119	15	30	13	39	7	// Chief Skeleton Warrior
119	15	30	14	27	7	// Chief Skeleton Warrior
119	15	30	14	24	7	// Chief Skeleton Warrior
119	15	30	14	32	7	// Chief Skeleton Warrior
119	15	30	15	45	7	// Chief Skeleton Warrior
119	15	30	15	31	7	// Chief Skeleton Warrior
120	15	30	15	26	7	// Chief Skeleton Archer
120	15	30	13	45	7	// Chief Skeleton Archer
120	15	30	13	23	7	// Chief Skeleton Archer
120	15	30	15	43	7	// Chief Skeleton Archer
120	15	30	15	39	7	// Chief Skeleton Archer
120	15	30	15	37	7	// Chief Skeleton Archer
120	15	30	13	29	7	// Chief Skeleton Archer
120	15	30	15	28	7	// Chief Skeleton Archer
120	15	30	13	25	7	// Chief Skeleton Archer
120	15	30	13	21	7	// Chief Skeleton Archer
120	15	30	14	22	7	// Chief Skeleton Archer
120	15	30	15	21	7	// Chief Skeleton Archer
120	15	30	13	31	7	// Chief Skeleton Archer
120	15	30	15	30	7	// Chief Skeleton Archer
120	15	30	15	33	7	// Chief Skeleton Archer
120	15	30	14	21	7	// Chief Skeleton Archer
120	15	30	13	43	7	// Chief Skeleton Archer
121	15	30	15	46	7	// Dark Skull Soldier
121	15	30	15	63	7	// Dark Skull Soldier
121	15	30	15	53	7	// Dark Skull Soldier
121	15	30	13	65	7	// Dark Skull Soldier
121	15	30	13	67	7	// Dark Skull Soldier
121	15	30	15	59	7	// Dark Skull Soldier
121	15	30	13	59	7	// Dark Skull Soldier
121	15	30	15	55	7	// Dark Skull Soldier
121	15	30	13	62	7	// Dark Skull Soldier
121	15	30	13	41	7	// Dark Skull Soldier
121	15	30	15	69	7	// Dark Skull Soldier
121	15	30	13	50	7	// Dark Skull Soldier
121	15	30	15	48	7	// Dark Skull Soldier
121	15	30	13	46	7	// Dark Skull Soldier
121	15	30	14	44	7	// Dark Skull Soldier
121	15	30	15	51	7	// Dark Skull Soldier
121	15	30	14	49	7	// Dark Skull Soldier
121	15	30	15	57	7	// Dark Skull Soldier
121	15	30	14	64	7	// Dark Skull Soldier
121	15	30	14	67	7	// Dark Skull Soldier
121	15	30	13	53	7	// Dark Skull Soldier
121	15	30	15	65	7	// Dark Skull Soldier
121	15	30	15	60	7	// Dark Skull Soldier
121	15	30	13	57	7	// Dark Skull Soldier
122	15	30	13	69	7	// Giant Ogre
122	15	30	14	61	7	// Giant Ogre
122	15	30	13	55	7	// Giant Ogre
122	15	30	14	58	7	// Giant Ogre
122	15	30	14	52	7	// Giant Ogre
122	15	30	15	50	7	// Giant Ogre
122	15	30	15	66	7	// Giant Ogre
122	15	30	14	56	7	// Giant Ogre
122	15	30	14	70	7	// Giant Ogre
122	15	30	13	63	7	// Giant Ogre
122	15	30	13	48	7	// Giant Ogre
123	15	30	13	78	7	// Red Skeleton Knight
123	15	30	14	83	7	// Red Skeleton Knight
123	15	30	14	78	7	// Red Skeleton Knight
123	15	30	15	78	7	// Red Skeleton Knight
123	15	30	16	80	7	// Red Skeleton Knight
123	15	30	15	62	7	// Red Skeleton Knight
123	15	30	52	83	7	// Red Skeleton Knight
123	15	30	14	90	7	// Red Skeleton Knight
123	15	30	11	83	7	// Red Skeleton Knight
123	15	30	15	94	7	// Red Skeleton Knight
123	15	30	20	82	7	// Red Skeleton Knight
123	15	30	20	88	7	// Red Skeleton Knight
123	15	30	14	54	7	// Red Skeleton Knight
123	15	30	14	36	7	// Red Skeleton Knight
123	15	30	15	68	7	// Red Skeleton Knight
123	15	30	14	47	7	// Red Skeleton Knight
124	15	30	16	87	7	// Magic Skeleton
124	15	30	12	81	7	// Magic Skeleton
124	15	30	13	88	7	// Magic Skeleton
124	15	30	13	85	7	// Magic Skeleton
124	15	30	19	85	7	// Magic Skeleton
124	15	30	13	93	7	// Magic Skeleton
124	15	30	14	80	7	// Magic Skeleton
124	15	30	18	81	7	// Magic Skeleton
end

//=========================================================================================================================================
// Blood Castle 6
//=========================================================================================================================================
4
//Mob	MapNum	Range	PosX	PosY	Direct	Name
125	16	30	14	34	7	// Chief Skeleton Warrior
125	16	30	14	38	7	// Chief Skeleton Warrior
125	16	30	13	35	7	// Chief Skeleton Warrior
125	16	30	13	28	7	// Chief Skeleton Warrior
125	16	30	15	35	7	// Chief Skeleton Warrior
125	16	30	14	33	7	// Chief Skeleton Warrior
125	16	30	15	41	7	// Chief Skeleton Warrior
125	16	30	14	42	7	// Chief Skeleton Warrior
125	16	30	15	25	7	// Chief Skeleton Warrior
125	16	30	15	23	7	// Chief Skeleton Warrior
125	16	30	13	26	7	// Chief Skeleton Warrior
125	16	30	13	37	7	// Chief Skeleton Warrior
125	16	30	14	40	7	// Chief Skeleton Warrior
125	16	30	13	39	7	// Chief Skeleton Warrior
125	16	30	14	27	7	// Chief Skeleton Warrior
125	16	30	14	24	7	// Chief Skeleton Warrior
125	16	30	14	32	7	// Chief Skeleton Warrior
125	16	30	15	45	7	// Chief Skeleton Warrior
125	16	30	15	31	7	// Chief Skeleton Warrior
126	16	30	15	26	7	// Chief Skeleton Archer
126	16	30	13	45	7	// Chief Skeleton Archer
126	16	30	13	23	7	// Chief Skeleton Archer
126	16	30	15	43	7	// Chief Skeleton Archer
126	16	30	15	39	7	// Chief Skeleton Archer
126	16	30	15	37	7	// Chief Skeleton Archer
126	16	30	13	29	7	// Chief Skeleton Archer
126	16	30	15	28	7	// Chief Skeleton Archer
126	16	30	13	25	7	// Chief Skeleton Archer
126	16	30	13	21	7	// Chief Skeleton Archer
126	16	30	14	22	7	// Chief Skeleton Archer
126	16	30	15	21	7	// Chief Skeleton Archer
126	16	30	13	31	7	// Chief Skeleton Archer
126	16	30	15	30	7	// Chief Skeleton Archer
126	16	30	15	33	7	// Chief Skeleton Archer
126	16	30	14	21	7	// Chief Skeleton Archer
126	16	30	13	43	7	// Chief Skeleton Archer
127	16	30	15	46	7	// Dark Skull Soldier
127	16	30	15	63	7	// Dark Skull Soldier
127	16	30	15	53	7	// Dark Skull Soldier
127	16	30	13	65	7	// Dark Skull Soldier
127	16	30	13	67	7	// Dark Skull Soldier
127	16	30	15	59	7	// Dark Skull Soldier
127	16	30	13	59	7	// Dark Skull Soldier
127	16	30	15	55	7	// Dark Skull Soldier
127	16	30	13	62	7	// Dark Skull Soldier
127	16	30	13	41	7	// Dark Skull Soldier
127	16	30	15	69	7	// Dark Skull Soldier
127	16	30	13	50	7	// Dark Skull Soldier
127	16	30	15	48	7	// Dark Skull Soldier
127	16	30	13	46	7	// Dark Skull Soldier
127	16	30	14	44	7	// Dark Skull Soldier
127	16	30	15	51	7	// Dark Skull Soldier
127	16	30	14	49	7	// Dark Skull Soldier
127	16	30	15	57	7	// Dark Skull Soldier
127	16	30	14	64	7	// Dark Skull Soldier
127	16	30	14	67	7	// Dark Skull Soldier
127	16	30	13	53	7	// Dark Skull Soldier
127	16	30	15	65	7	// Dark Skull Soldier
127	16	30	15	60	7	// Dark Skull Soldier
